Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
BHE Pueblo 2 Community Solar Array,38.284425,-104.523951,0.13158,1.5,CO,Public Service Company of Colorado
Bibb Jones,32.777747,-83.756164,,1,GA,"Southern Company Services, Inc. - Trans"
Big Fork Solar,33.135275,-81.239114,,74.9,SC,South Carolina Electric & Gas Company
Big George PV CSG,41.902312,-70.716128,0.0234,1,MA,ISO New England Inc.
Big Lake Holdco Solar CSG,45.334575,-93.775577,0.12573,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Big Lake Project CSG,45.334,-93.792,0.12228,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Big Tree Community Solar Farm,42.766,-78.559,,2,NY,New York Independent System Operator
Biggs Ford Solar Center,39.4829,-77.3757,,15,MD,"PJM Interconnection, LLC"
Biltmore Solar Fields,35.561156,-82.58844,0.14909,1.5,NC,Duke Energy Progress West
Binks Solar,36,-79.0525,,4,NC,Duke Energy Progress East
Birch Solar,34.267992,-79.868581,,2,SC,Duke Energy Progress East
Bird Machine Solar Farm,42.109564,-71.266743,0.17763,3.5,MA,ISO New England Inc.
Biscoe Solar LLC,35.383889,-79.770278,0.20573,5,NC,Duke Energy Carolinas
Bison Solar LLC,40.863809,-105.0111,0.24489,30,CO,Public Service Company of Colorado
"Bizzell Church Solar 1, LLC",35.549401,-78.179859,0.20686,5.2,NC,Duke Energy Carolinas
Bizzell Church Solar 2,35.544405,-78.177204,0.21107,5,NC,Duke Energy Carolinas
BJ's Wholesale Club Inc Dist Center,40.098458,-74.825925,0.16528,1.4,NJ,"PJM Interconnection, LLC"
"BJ's Wholesale Club, Inc- Uxbridge",42.019659,-71.604149,0.12409,1,MA,ISO New England Inc.
Black Cap Solar Plant,42.17505,-120.362631,0.23476,2,OR,PacifiCorp - West
"Black Eagle Solar, LLC",47.547466,-111.253974,0.23231,3,MT,NorthWestern Energy (NWMT)
Black Mountain Solar LLC,35.0227,-114.1627,0.26738,9,AZ,Arizona Public Service Company
BlackRock-Matrix,40.3622,-74.4797,0.16333,2.5,NJ,"PJM Interconnection, LLC"
Blacktip Solar,33.900481,-79.755961,0.00788,2,SC,Duke Energy Progress East
"Blackville Solar Farm, LLC",33.342619,-81.258933,,7.2,SC,South Carolina Electric & Gas Company
Blackville Solar II,33.344319,-81.261774,0.00015,20,SC,South Carolina Electric & Gas Company
Blackwell Solar Park,35.604167,-119.849722,,20,CA,California Independent System Operator
Bladen Solar,34.823522,-78.62345,0.23733,50,NC,Duke Energy Progress East
Bladenboro Farm,34.535,-78.813056,0.19009,5,NC,Duke Energy Progress East
Bladenboro Solar 2,34.536,-78.799,0.05873,4.5,NC,Duke Energy Progress East
"Bladenboro Solar, LLC",34.547761,-78.817652,0.22617,4.8,NC,Duke Energy Progress East
Bloom Solar,33.610454,-80.336613,,2,SC,Duke Energy Progress East
Bloomfield Municipal Utilities Solar,40.75,-92.45,,1.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Bloomington Solar I,37.043828,-113.627523,0.00565,2,UT,PacifiCorp - East
Blue Bird Solar,36.383131,-78.35027,,4,NC,Duke Energy Carolinas
Blue Cypress Solar Energy Center,27.609456,-80.537189,0.23603,74.5,FL,Florida Power & Light Company
Blue Heron Solar,26.701639,-81.129155,,74.5,FL,Florida Power & Light Company
Blue Lake Solar,44.79642,-93.429593,0.13292,3.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Blue Marmot IX,42.271284,-120.359221,,10,OR,PacifiCorp - West
Blue Marmot V,42.175,-120.412,,10,OR,PacifiCorp - West
Blue Marmot VI,42.122,-120.498,,10,OR,PacifiCorp - West
Blue Marmot VII,42.117,-120.333,,10,OR,PacifiCorp - West
Blue Marmot VIII,42.197,-120.556,,10,OR,PacifiCorp - West
Blue Shld Of Cal- El Dorado Hlls Mtr B,38.650627,-121.074115,0,2.1,CA,Balancing Authority of Northern California
Blue Sky One,36.907778,-105.985278,0.22928,1.3,NM,Public Service Company of New Mexico
Blue Star,39.35,-75.85,,7.5,MD,"PJM Interconnection, LLC"
Blue Wing Solar Energy Generation,29.304177,-98.400339,0.17899,13.9,TX,"Electric Reliability Council of Texas, Inc."
Bluebell Solar,31.87,-100.828,0.0275,30,TX,"Electric Reliability Council of Texas, Inc."
Blueberry One,35.313889,-78.154167,0.21687,5,NC,Duke Energy Carolinas
Bluebird Solar LLC,38.299894,-84.383489,,80,KY,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities
BlueWave Capital - Grafton (SREC II),42.225492,-71.662651,0.16553,1.3,MA,ISO New England Inc.
Bly Solar Center,42.392193,-121.024494,0.00829,8,OR,PacifiCorp - West
Blydenburgh Solar Project,40.815331,-73.182407,0,1.5,NY,New York Independent System Operator
"Blythe Solar 110, LLC",33.68,-114.742,0.3107,109.8,CA,California Independent System Operator
"Blythe Solar II, LLC",33.68,-114.73,0.30025,131.2,CA,California Independent System Operator
"Blythe Solar III, LLC",33.656,-114.742,,124.8,CA,California Independent System Operator
"Blythe Solar IV, LLC",33.682,-114.768,,124.8,CA,California Independent System Operator
BNB Camden Solar,39.93903,-75.10802,0.15766,3.7,NJ,"PJM Interconnection, LLC"
Boas Rd #1 Community Solar Farm,44.934274,-73.672382,,2,NY,New York Independent System Operator
Boas Rd #2 Community Solar Farm,44.933177,-73.67122,,2,NY,New York Independent System Operator
Boas Rd #3 Community Solar Farm,44.933525,-73.66933,,2,NY,New York Independent System Operator
Boas Rd #4 Community Solar Farm,44.928987,-73.666505,,2,NY,New York Independent System Operator
Boaz Farm Solar,35.46777,-79.13444,0.20831,5,NC,Duke Energy Carolinas
Bolduan CSG,43.906161,-93.489353,0.00776,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Bolthouse S&P and Rowen Farms Solar,34.5644,-117.6933,0.17941,1.2,CA,California Independent System Operator
Bolton Farm,36.421617,-78.132311,0.19945,5,NC,Duke Energy Progress East
Bolton PV,42.449722,-71.643056,0.15923,4.9,MA,ISO New England Inc.
Bond Solar,33.617189,-80.362997,0.00063,2,SC,Duke Energy Progress East
Bondi Solar,35.134054,-77.53849,0.15386,5,NC,Duke Energy Progress East
Bonnie Mine Solar,27.89008,-81.98717,,34,FL,Tampa Electric Company
Bonnie Solar,36.085901,-78.062162,,5,NC,Duke Energy Carolinas
Bonnybrooke PV,33.053,-111.34,0.31684,50,AZ,Salt River Project
Borden Solar Farm,36.941111,-119.96,,50,CA,California Independent System Operator
Bordentown Solar,40.0389,-74.7766,0.174,6.8,NJ,"PJM Interconnection, LLC"
Boring Solar LLC,45.431,-122.285,,2.2,OR,Portland General Electric Company
Boseman Solar Center LLC,36.008056,-77.81,0.19395,5,NC,Duke Energy Progress East
Boston Scientific Solar,42.293333,-71.033889,0.15535,1.1,MA,ISO New England Inc.
"Boulder Solar II, LLC",35.85,-114.944,0.30876,50,NV,Nevada Power Company
"Boulder Solar Power, LLC",35.348,-114.97,0.31975,100,NV,Nevada Power Company
Bourne (MA) - Holliston I,42.177876,-71.454633,0.12321,2.9,MA,ISO New England Inc.
Bovine,29.631324,-96.076894,0,10,TX,"Electric Reliability Council of Texas, Inc."
Bowie State Solar,39.019083,-76.759479,0.10125,1.3,MD,"PJM Interconnection, LLC"
Boykin PV1,35.113386,-78.750423,,17,NC,Duke Energy Carolinas
BPU Solar Farm,39.166436,-94.696892,0.19463,1,KS,Southwest Power Pool
Bradley Farm (Dudley),35.306898,-78.060771,,5,NC,Duke Energy Progress West
Bradley PV1,36.260556,-77.076389,0.17888,5,NC,"PJM Interconnection, LLC"
Braintree Landfill Solar,42.207264,-70.997778,0.1758,1,MA,ISO New England Inc.
Braley Road 2,41.751667,-70.966944,0.19196,2.6,MA,ISO New England Inc.
Brantley Solar,35.890485,-78.155153,0.03462,50.2,NC,Duke Energy Carolinas
BRE,36.372546,-78.598507,0.19356,5,NC,Duke Energy Carolinas
BRE NC Solar 2,36.342161,-78.173219,,5,NC,Duke Energy Progress East
BRE NC Solar 3,36.383,-78.612,,5,NC,Duke Energy Progress East
BRE NC Solar 4,36.351759,-78.149852,,5,NC,Duke Energy Progress East
Breesport Road Community Solar Farm,42.088,-76.713,,2,NY,New York Independent System Operator
Brentwood Solar,40.781389,-73.243889,0.09521,1,NY,New York Independent System Operator
Brewster Landfill,41.745556,-70.103056,0.14418,1,MA,ISO New England Inc.
Brickyard Solar,40.189425,-74.154483,0.17831,1.5,NJ,"PJM Interconnection, LLC"
Bridgeport Disposal Solar Farm,39.7875,-75.350833,0.16448,1.2,NJ,"PJM Interconnection, LLC"
Bridgewater Solar CSG,41.964116,-70.971931,0.17411,2.3,MA,ISO New England Inc.
Brighton PV Solar Plant,39.9825,-104.940833,0.21829,1.8,CO,Western Area Power Administration - Rocky Mountain Region
"Broad River Solar, LLC",35.188,-81.751,,50,NC,Duke Energy Carolinas
Broadalbin,43.061306,-74.154885,0.14087,2,NY,New York Independent System Operator
Broadalbin-Perth Solar,43.018029,-74.191836,0.03402,1.5,NY,New York Independent System Operator
"Broadridge Solar, LLC",34.522942,-78.957206,0.22126,5,NC,Duke Energy Progress East
"Broadway Solar Center, LLC",34.309261,-78.831433,0.20808,5,NC,Duke Energy Progress East
Brockelman,42.481389,-71.716944,0.12534,3,MA,ISO New England Inc.
Bronson,29.537482,-95.969548,0,10,TX,"Electric Reliability Council of Texas, Inc."
Brook Street Solar 1 CSG,41.955897,-70.786125,0.1332,5,MA,ISO New England Inc.
Brooke Solar,36.24426,-78.377163,,4.5,NC,Duke Energy Carolinas
Brookfield Solar 2013 LLC,42.25609,-72.067877,0.16393,2,MA,ISO New England Inc.
Brookside,41.987579,-71.583963,0.18447,1,RI,ISO New England Inc.
Broome County,42.104731,-75.93073,0.02711,4,NY,New York Independent System Operator
Browne Solar LLC,42.200833,-72.322222,0.12418,1.4,MA,ISO New England Inc.
Bruce A Henry Solar Farm,38.663992,-75.400542,0.17728,4,DE,"PJM Interconnection, LLC"
Brush Solar Center,44.465334,-118.204075,,2.8,OR,Idaho Power Company
Bryan Solar Field,41.476389,-84.586111,0.13851,2.1,OH,"PJM Interconnection, LLC"
"Bryan Solar, LLC",29.6,-104.3,0.27896,10,TX,"Electric Reliability Council of Texas, Inc."
Buckeye Union HS District 201,33.419167,-112.576111,0.24118,3.3,AZ,Arizona Public Service Company
Buckhorn Solar Plant,38.023333,-112.731667,0.22713,3,UT,PacifiCorp - East
Buckingham Solar LLC,37.502944,-78.379237,0.17591,19.8,VA,"PJM Interconnection, LLC"
Buckleberry Solar,35.380683,-77.405992,0.00457,52.1,NC,Duke Energy Progress East
Buckthorn Solar 1,30.57552,-102.551292,0.11191,202,TX,"Electric Reliability Council of Texas, Inc."
Buddy Solar,35.541944,-80.363333,0.16829,4,NC,Duke Energy Carolinas
Buidling L,33.912917,-118.041944,0.19795,1,CA,California Independent System Operator
Building F,33.914356,-118.050189,0.20961,1.3,CA,California Independent System Operator
Building G,33.912917,-118.050561,0.21176,1.2,CA,California Independent System Operator
Bullock Road Solar 1,41.728936,-70.990453,0.15669,1.9,MA,ISO New England Inc.
"Bullock Solar, LLC",36.475369,-78.315078,0.2257,50,NC,Duke Energy Progress East
"Bunn Level Farm, LLC",35.308639,-78.774331,0.21696,5,NC,Duke Energy Carolinas
"Burgaw Solar, LLC",34.536,-77.911678,,5,NC,Duke Energy Progress East
Burlington Coat Factory Solar,40.09283,-74.807687,0,2.6,NJ,"PJM Interconnection, LLC"
Burritt Rd Community Solar Farm,43.275,-77.764,,2,NY,New York Independent System Operator
Butler Plaza,29.623056,-82.38,0.15192,1.2,FL,Gainesville Regional Utilities
Butler Solar Farm 20,32.575542,-84.316547,0.22433,20,GA,"Southern Company Services, Inc. - Trans"
Butler Solar Power Project,38.27,-94.35,0.16659,2.8,MO,Southwest Power Pool
Butler Solar Project 103,32.561944,-84.275833,0.25006,103,GA,"Southern Company Services, Inc. - Trans"
Butte College Main Campus Solar,39.648056,-121.644167,0.18033,3.5,CA,California Independent System Operator
BWC Gibbs Brook,41.774864,-70.695934,0,4,MA,ISO New England Inc.
BWC Harlow Brook,41.782854,-70.690717,0,1.5,MA,ISO New England Inc.
BWC Origination 18,41.679081,-70.836391,0,4.8,MA,ISO New England Inc.
BWC Pocasset River,41.782181,-70.687728,0,1.5,MA,ISO New England Inc.
BWC Swan Pond River CSG,41.795599,-71.226628,0.19257,1.6,MA,ISO New England Inc.
"BWC Wading River One, Two, Three CSG",42.085278,-71.526667,0.17409,3,MA,ISO New England Inc.
BWC Wareham River,41.783733,-70.693242,0,1,MA,ISO New England Inc.
CA Dept of Public Health at Richmond,37.92,-122.344,0.21949,2.2,CA,California Independent System Operator
"CA Flats Solar 130, LLC",35.615573,-120.404352,0.3177,130,CA,California Independent System Operator
"CA Flats Solar 150, LLC",35.615573,-120.404352,,150,CA,California Independent System Operator
Cabaniss Solar,36.077702,-78.260021,,4.2,NC,Duke Energy Progress East
Caelum Community Solar,45.662006,-93.936782,0.207,1.8,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Caldwell Wastewater Treatment Plant,40.838568,-74.312476,0.05305,1.9,NJ,"PJM Interconnection, LLC"
California PV Energy at ISD WWTP,38.001111,-121.703889,0.22934,1,CA,California Independent System Operator
California Valley Solar Ranch,35.323739,-119.91663,0.30921,249.8,CA,California Independent System Operator
Calipatria Solar Farm,33.165833,-115.532222,0.23928,20,CA,Imperial Irrigation District
Call Farms 1,43.037794,-78.187295,0.05873,2,NY,New York Independent System Operator
Call Farms 3,43.023046,-78.178591,0.06718,2,NY,New York Independent System Operator
Calpine Vineland Solar LLC,39.4636,-75.0667,0.14161,4.1,NJ,"PJM Interconnection, LLC"
CalRenew-1,36.7575,-120.3658,0.225,5,CA,California Independent System Operator
Calverton,40.921086,-72.743701,0.14296,3.9,NY,New York Independent System Operator
Camas Solar Project,46.957,-120.5,,5,WA,Puget Sound Energy
Camden CSD Solar Array,43.312306,-75.695263,0.15899,1.8,NY,New York Independent System Operator
"Camden Dam Solar, LLC",36.311822,-76.125847,,5,NC,"PJM Interconnection, LLC"
Cameron Solar,33.574,-80.707,0.14373,20,SC,South Carolina Electric & Gas Company
Cameron Solar II,33.567,-80.699,0.21559,4.1,SC,South Carolina Electric & Gas Company
Camilla Solar Energy Project,31.26955,-84.228721,,160,GA,"Southern Company Services, Inc. - Trans"
Camilla Solar Plant,31.183889,-84.131944,0.19614,16,GA,"Southern Company Services, Inc. - Trans"
Camp Lejeune Solar,34.725699,-77.350273,0.17631,12.8,NC,Duke Energy Carolinas
Camp Solar Plant,32.964722,-84.543889,0.19525,2.4,GA,"Southern Company Services, Inc. - Trans"
Campo Verde Solar,32.753333,-115.726389,0.25288,147.4,CA,California Independent System Operator
Canandaigua Solar Array,42.86887,-77.284561,0.14983,2,NY,New York Independent System Operator
Canandaigua Westbrook Solar Array,42.869086,-77.28446,0.10108,2,NY,New York Independent System Operator
Candace Solar,35.487,-78.1922,0.20685,5,NC,Duke Energy Progress East
Candlewood Solar,41.5725,-73.453889,,25,CT,ISO New England Inc.
Canis Major Solar Farm,42.009,-72.65,0.19132,2,CT,ISO New England Inc.
Canis Minor Solar Farm,41.892997,-72.98595,0.17991,1,CT,ISO New England Inc.
Canopus Community Solar,45.428308,-94.823247,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Cantua Solar Station,36.425085,-120.343543,0.241,20,CA,California Independent System Operator
Canyon Del Oro High School Solar,32.374,-110.974,0.22215,1.5,AZ,Tucson Electric Power Company
Capella Community Solar,44.0901,-96.161204,0.13201,4.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Capricornus Community Solar Garden,45.398742,-94.717433,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Caprock Solar 1 LLC,34.982778,-103.378333,0.30964,25,NM,Southwest Power Pool
Caprock Solar 2 LLC,34.982778,-103.378333,,30,NM,Southwest Power Pool
Cardinal Solar,36.099385,-78.229366,,5,NC,Duke Energy Carolinas
Carina Community Solar,44.164677,-92.241187,0.17256,3.6,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Carl Friedrich Gauss Solar,36.345842,-77.633477,0.01397,5,NC,"PJM Interconnection, LLC"
Carol Jean Solar,36.316111,-80.144444,0.1885,4,NC,Duke Energy Carolinas
Carrier Clinic,40.47,-74.685,0.14033,1.5,NJ,"PJM Interconnection, LLC"
Carrizozo Solar,33.610306,-105.747825,0.25616,3,NM,Public Service Company of New Mexico
Carson Solar I,38.7228,-104.7817,0.09389,2,CO,Western Area Power Administration - Rocky Mountain Region
Carter PV1,35.021111,-78.7875,0.19831,5,NC,Duke Energy Progress East
Carter Solar,36.045891,-77.894272,,5,NC,Duke Energy Carolinas
"Carter Solar One, LLC",42.206,-114.646,,20,ID,Idaho Power Company
Carver CSG,41.905958,-70.810468,,2,MA,ISO New England Inc.
Carver Gladden CSG,44.8071,-93.8717,0.12976,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Carver MA 1 Community Solar,41.942796,-70.76114,0.15799,2,MA,ISO New England Inc.
Cascade Solar,34.157222,-116.234444,0.30396,18.5,CA,California Independent System Operator
Cascade Solar (TX),29.205355,-96.023384,,10,TX,"Electric Reliability Council of Texas, Inc."
CASD Solar,40.2142,-77.2061,0.00009,1.3,PA,"PJM Interconnection, LLC"
Cash Solar,36.02818,-77.923306,,5,NC,Duke Energy Carolinas
Cashton Solar,43.737,-90.805,,2,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Casper Solar Center,39.106656,-75.971996,,36.7,MD,"PJM Interconnection, LLC"
Cassiopeia Community Solar,45.647342,-95.328661,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Castalia Solar,36,-77.783333,0.20428,2,NC,Duke Energy Progress East
Castle Gap Solar,31.255,-102.272,0.18046,189.9,TX,"Electric Reliability Council of Texas, Inc."
Castle Rock Vineyards,35.801111,-119.110556,0.2016,1,CA,California Independent System Operator
Castor Solar,35.211044,-119.387258,0.20068,1.5,CA,California Independent System Operator
"Catalina Solar 2, LLC",34.812222,-118.352778,0.35533,18,CA,California Independent System Operator
Catalina Solar LLC,34.938261,-118.334492,0.2753,110,CA,California Independent System Operator
Catawba Solar LLC,35.61,-80.53,0.17654,2,NC,Duke Energy Carolinas
Cattle Ranch,27.321884,-81.809077,,74.5,FL,Florida Power & Light Company
"CB Bladen Solar, LLC",34.822869,-78.624278,0.20557,5.2,NC,Duke Energy Carolinas
CBC Solar Energy Gen Fac Phase 2,35.674444,-78.526111,0.18813,2.5,NC,Duke Energy Progress East
CBP Solar,41.266188,-73.946882,0.06361,1.8,NY,New York Independent System Operator
CBS Television City,34.075,-118.36,0.12593,1.6,CA,Los Angeles Department of Water and Power
CCBC-Catonsville,39.2525,-76.735,0.18828,1.6,MD,"PJM Interconnection, LLC"
CCG Marketing,40.859343,-74.302956,0.17374,1.5,NJ,"PJM Interconnection, LLC"
CCMUA,39.923056,-75.1275,0.14323,1.5,NJ,"PJM Interconnection, LLC"
CDCR (CA) - Corcoran State Prison,36.06502,-119.55756,0.07002,5,CA,California Independent System Operator
CDCR (CA) - Pleasant Valley State Prison,36.137219,-120.224445,0.29167,1.2,CA,California Independent System Operator
CDCR (CA) - Solano State Prison,38.32272,-121.97062,0.25384,1.1,CA,California Independent System Operator
